App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Android Ver
Manicure - nail design,BEAUTY,NaN,119,3.7M,"50,000+",Free,0,Everyone,Beauty,4.1 and up
Birdays - Birthday reminder,EVENTS,4.5,2153,5.9M,"50,000+",Free,0,Everyone,Events,4.1 and up
Lose Belly Fat-Home Abs Fitness Workout,HEALTH_AND_FITNESS,4.6,199,8.8M,"50,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Geeks Dating,DATING,NaN,0,13M,50+,Free,0,Mature 17+,Dating,4.1 and up
Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,NaN,14,3.3M,50+,Free,0,Everyone,Dating,4.1 and up
The DJ - Match with People,DATING,NaN,0,9.8M,50+,Free,0,Mature 17+,Dating,4.1 and up
Candy Crush Saga,GAME,4.4,22426677,74M,"500,000,000+",Free,0,Everyone,Casual,4.1 and up
Candy Crush Saga,GAME,4.4,22428456,74M,"500,000,000+",Free,0,Everyone,Casual,4.1 and up
Candy Crush Saga,GAME,4.4,22428456,74M,"500,000,000+",Free,0,Everyone,Casual,4.1 and up
House app: beautiful everyday ~,HOUSE_AND_HOME,4.6,2669,10M,"500,000+",Free,0,Teen,House & Home,4.1 and up
GoBank,FINANCE,4.4,5950,12M,"500,000+",Free,0,Everyone,Finance,4.1 and up
Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12M,"500,000+",Free,0,Teen,Lifestyle,4.1 and up
Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12M,"500,000+",Free,0,Teen,Lifestyle,4.1 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Christian Dating For Free App,DATING,3.9,8722,13M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Christian Dating For Free App,DATING,3.9,8723,13M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2433,13M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20M,"500,000+",Free,0,Everyone,Business,4.1 and up
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20M,"500,000+",Free,0,Everyone,Business,4.1 and up
Workout Tracker & Gym Trainer - Fitness Log Book,HEALTH_AND_FITNESS,4.6,5420,21M,"500,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Clover Dating App,DATING,4.1,11633,23M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Clover Dating App,DATING,4.1,11633,23M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Sweet mi - unlimited hunnam hunting blind date,DATING,4,6191,27M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Adult Dating - AdultFinder,DATING,3.3,1601,3.8M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9M,"500,000+",Free,0,Everyone,Business,4.1 and up
Running & Jogging,HEALTH_AND_FITNESS,4.5,6238,3.9M,"500,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645,31M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
"Prism Pay Bills, Track Money, Personal Finance",FINANCE,4.6,16961,32M,"500,000+",Free,0,Everyone,Finance,4.1 and up
RadPad: Apartment Finder App,HOUSE_AND_HOME,4.4,6896,35M,"500,000+",Free,0,Everyone,House & Home,4.1 and up
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38M,"500,000+",Free,0,Everyone 10+,Comics,4.1 and up
Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116,4.0M,"500,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9M,"500,000+",Free,0,Adults only 18+,Comics,4.1 and up
Photo Designer - Write your name with shapes,ART_AND_DESIGN,4.7,3632,5.5M,"500,000+",Free,0,Everyone,Art & Design,4.1 and up
Beauty Selfie Camera,BEAUTY,4.2,2225,52M,"500,000+",Free,0,Everyone,Beauty,4.1 and up
Stranger Chat & Date,DATING,3.6,3414,6.2M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Reminder,EVENTS,4.5,7074,6.3M,"500,000+",Free,0,Everyone,Events,4.1 and up
Recipes Pastries and homemade pies More than 500 recipes for pastries,FOOD_AND_DRINK,4.7,14065,7.1M,"500,000+",Free,0,Everyone,Food & Drink,4.1 and up
US Mission - buy gourmet movie KTV,LIFESTYLE,3.8,6554,76M,"500,000+",Free,0,Teen,Lifestyle,4.1 and up
V380s,LIBRARIES_AND_DEMO,3.2,1919,8.1M,"500,000+",Free,0,Everyone,Libraries & Demo,4.1 and up
Glam - Premium Dating App,DATING,4.3,23170,9.0M,"500,000+",Free,0,Mature 17+,Dating,4.1 and up
Hemnet,HOUSE_AND_HOME,3.6,4087,9.2M,"500,000+",Free,0,Everyone,House & Home,4.1 and up
Teenage Chat & Dating,DATING,3.4,5,14M,500+,Free,0,Mature 17+,Dating,4.1 and up
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15M,"1,000,000+",Free,0,Teen,Comics,4.2 and up
95Live -SG#1 Live Streaming App,DATING,4.1,4953,15M,"1,000,000+",Free,0,Teen,Dating,4.2 and up
95Live -SG#1 Live Streaming App,DATING,4.1,4954,15M,"1,000,000+",Free,0,Teen,Dating,4.2 and up
LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18M,"1,000,000+",Free,0,Everyone,House & Home,4.2 and up
MSN Money- Stock Quotes & News,FINANCE,4.5,78361,22M,"1,000,000+",Free,0,Everyone,Finance,4.2 and up
Huntington Mobile,FINANCE,4.2,11264,24M,"1,000,000+",Free,0,Everyone,Finance,4.2 and up
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,26M,"1,000,000+",Free,0,Everyone,Education;Education,4.2 and up
Infinite Painter,ART_AND_DESIGN,4.1,36815,29M,"1,000,000+",Free,0,Everyone,Art & Design,4.2 and up
PakWheels: Buy & Sell Cars,AUTO_AND_VEHICLES,4.4,15168,37M,"1,000,000+",Free,0,Everyone,Auto & Vehicles,4.2 and up
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,4.3M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.2 and up
Radio Javan,ENTERTAINMENT,4.4,46916,4.5M,"1,000,000+",Free,0,Everyone,Entertainment,4.2 and up
Refreshing app Free application that can use deal coupons,FOOD_AND_DRINK,3.5,10741,41M,"1,000,000+",Free,0,Everyone,Food & Drink,4.2 and up
Ecobank Mobile Banking,FINANCE,4,12073,42M,"1,000,000+",Free,0,Everyone,Finance,4.2 and up
Experian - Free Credit Report,FINANCE,4.6,23130,46M,"1,000,000+",Free,0,Everyone,Finance,4.2 and up
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6.1M,"1,000,000+",Free,0,Everyone,Books & Reference,4.2 and up
MK eCatalog,LIFESTYLE,4,6676,6.2M,"1,000,000+",Free,0,Everyone,Lifestyle,4.2 and up
Emmabodafestivalen,EVENTS,4.8,12,29M,"1,000+",Free,0,Everyone 10+,Events,4.2 and up
PlusOne,DATING,NaN,0,10M,1+,Free,0,Mature 17+,Dating,4.2 and up
Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4.9,272337,13M,"10,000,000+",Free,0,Everyone,Health & Fitness,4.2 and up
foodpanda - Local Food Delivery,FOOD_AND_DRINK,4,292969,16M,"10,000,000+",Free,0,Everyone,Food & Drink,4.2 and up
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25M,"10,000,000+",Free,0,Everyone,Communication,4.2 and up
Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508,3.3M,"10,000,000+",Free,0,Everyone,Entertainment,4.2 and up
English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30M,"10,000,000+",Free,0,Everyone 10+,Books & Reference,4.2 and up
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",Free,0,Everyone,Health & Fitness,4.2 and up
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",Free,0,Everyone,Health & Fitness,4.2 and up
Itau bank,FINANCE,4.2,957973,40M,"10,000,000+",Free,0,Everyone,Finance,4.2 and up
MyASUS - Service Center,BUSINESS,4.4,380837,7.3M,"10,000,000+",Free,0,Everyone,Business,4.2 and up
Cookpad,FOOD_AND_DRINK,4.5,131569,8.2M,"10,000,000+",Free,0,Everyone,Food & Drink,4.2 and up
"PTI Flex Maker, Photo Frame Editor & Songs 2018",EVENTS,4.6,99,13M,"10,000+",Free,0,Everyone,Events,4.2 and up
Dating Network,DATING,4,187,19M,"10,000+",Free,0,Mature 17+,Dating,4.2 and up
Funny Jokes Photos,COMICS,4.4,39,4.3M,"10,000+",Free,0,Everyone 10+,Comics,4.2 and up
Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303,44M,"10,000+",Free,0,Teen,Entertainment,4.2 and up
SAMSUNG RETAILMODE 2018,LIBRARIES_AND_DEMO,4.3,6,5.5M,"10,000+",Free,0,Everyone,Libraries & Demo,4.2 and up
following,DATING,NaN,1,21M,10+,Free,0,Mature 17+,Dating,4.2 and up
Hill Climb Racing,GAME,4.4,8923587,63M,"100,000,000+",Free,0,Everyone,Racing,4.2 and up
LBB - Find New & Unique Things To Do Around You,EVENTS,4.6,3874,14M,"100,000+",Free,0,Everyone,Events,4.2 and up
CDL Practice Test 2018 Edition,AUTO_AND_VEHICLES,4.9,7774,17M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.2 and up
Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,18M,"100,000+",Free,0,Mature 17+,Dating,4.2 and up
Free Dating Hook Up Messenger,DATING,3.3,1157,21M,"100,000+",Free,0,Mature 17+,Dating,4.2 and up
Free Dating Hook Up Messenger,DATING,3.3,1157,21M,"100,000+",Free,0,Mature 17+,Dating,4.2 and up
FreshBooks Classic,BUSINESS,4.1,1802,26M,"100,000+",Free,0,Everyone,Business,4.2 and up
FreshBooks Classic,BUSINESS,4.1,1802,26M,"100,000+",Free,0,Everyone,Business,4.2 and up
DMV Permit Practice Test 2018 Edition,AUTO_AND_VEHICLES,4.9,6090,27M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.2 and up
SnpCupid Dating,DATING,3.5,1093,5.8M,"100,000+",Free,0,Mature 17+,Dating,4.2 and up
BeWild Free Dating & Chat App,DATING,3.4,1999,8.0M,"100,000+",Free,0,Mature 17+,Dating,4.2 and up
my4D,EVENTS,4.6,573,8.7M,"100,000+",Free,0,Everyone,Events,4.2 and up
Trailer Addict Movie Trailers,ENTERTAINMENT,3.9,2646,9.1M,"100,000+",Free,0,Teen,Entertainment,4.2 and up
Lose Belly Fat in 30 Days - Flat Stomach,HEALTH_AND_FITNESS,4.9,38098,11M,"5,000,000+",Free,0,Everyone,Health & Fitness,4.2 and up
KTB Netbank,FINANCE,3.8,42644,19M,"5,000,000+",Free,0,Everyone,Finance,4.2 and up
Learn To Draw Kawaii Characters,ART_AND_DESIGN,3.2,55,2.7M,"5,000+",Free,0,Everyone,Art & Design,4.2 and up
Houlihan Lawrence,LIFESTYLE,4.4,33,23M,"5,000+",Free,0,Everyone,Lifestyle,4.2 and up
FM News,EVENTS,NaN,46,3.6M,"5,000+",Free,0,Everyone,Events,4.2 and up
Sketch - Draw & Paint,ART_AND_DESIGN,4.5,215644,25M,"50,000,000+",Free,0,Teen,Art & Design,4.2 and up
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,NaN,1330,22M,"50,000+",Free,0,Everyone,Comics,4.2 and up
Mutual - LDS Dating,DATING,3.7,1439,38M,"50,000+",Free,0,Mature 17+,Dating,4.2 and up
Tie - Always be happy,BEAUTY,4.7,964,9.0M,"50,000+",Free,0,Everyone,Beauty,4.2 and up
Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945,12M,"500,000+",Free,0,Teen,Health & Fitness,4.2 and up
SK Enca Direct Malls - Used Cars Search,AUTO_AND_VEHICLES,3.6,1379,16M,"500,000+",Free,0,Everyone,Auto & Vehicles,4.2 and up
Mango Languages: Lovable Language Courses,EDUCATION,4,4815,19M,"500,000+",Free,0,Everyone,Education,4.2 and up
Mango Languages: Lovable Language Courses,EDUCATION,4,4815,19M,"500,000+",Free,0,Everyone,Education,4.2 and up
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,20M,"500,000+",Free,0,Mature 17+,Dating,4.2 and up
"Spot On Period, Birth Control, & Cycle Tracker",HEALTH_AND_FITNESS,4.6,4102,24M,"500,000+",Free,0,Everyone 10+,Health & Fitness,4.2 and up
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30M,"500,000+",Free,0,Everyone,House & Home,4.2 and up
Nedbank Money,FINANCE,4.2,6076,32M,"500,000+",Free,0,Everyone,Finance,4.2 and up
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4,889,7.4M,"500,000+",Free,0,Everyone,Education,4.2 and up
Endurance Lifestyle,EVENTS,4.6,7,3.8M,500+,Free,0,Teen,Events,4.2 and up
JOANN - Crafts & Coupons,LIFESTYLE,4.6,34782,12M,"1,000,000+",Free,0,Everyone,Lifestyle,4.3 and up
JOANN - Crafts & Coupons,LIFESTYLE,4.6,34802,12M,"1,000,000+",Free,0,Everyone,Lifestyle,4.3 and up
The Bump Pregnancy Tracker,HEALTH_AND_FITNESS,4.6,20301,22M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.3 and up
Ziggo GO,ENTERTAINMENT,4.1,29690,78M,"1,000,000+",Free,0,Teen,Entertainment,4.3 and up
Pixel Art: Color by Number Game,GAME,4.7,1125017,25M,"10,000,000+",Free,0,Everyone,Puzzle,4.3 and up
Cisco Webex Meetings,BUSINESS,4.4,108741,28M,"10,000,000+",Free,0,Everyone,Business,4.3 and up
Meditation Studio,HEALTH_AND_FITNESS,4.6,1026,29M,"10,000+",Paid,$3.99,Everyone,Health & Fitness,4.3 and up
2RedBeans,DATING,4,337,32M,"10,000+",Free,0,Mature 17+,Dating,4.3 and up
Real estate court auction information site - Hyundai court auction,HOUSE_AND_HOME,NaN,10,4.2M,"10,000+",Free,0,Everyone,House & Home,4.3 and up
Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,3.9,801,57M,"100,000+",Free,0,Teen,Entertainment,4.3 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,4.3 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,4.3 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,4.3 and up
AMM Events & CPD,EVENTS,NaN,5,6.1M,100+,Free,0,Everyone,Events,4.3 and up
My Vodacom SA,COMMUNICATION,3.7,25021,61M,"5,000,000+",Free,0,Everyone,Communication,4.3 and up
O-Star,DATING,4.4,59,38M,"5,000+",Free,0,Everyone,Dating,4.3 and up
O-Star,DATING,4.4,59,38M,"5,000+",Free,0,Everyone,Dating,4.3 and up
PUBG MOBILE,GAME,4.4,3715656,36M,"50,000,000+",Free,0,Teen,Action,4.3 and up
PUBG MOBILE,GAME,4.4,3714270,36M,"50,000,000+",Free,0,Teen,Action,4.3 and up
PLANK!,GAME,4.7,7196,38M,"500,000+",Free,0,Everyone,Arcade,4.3 and up
Marvel Unlimited,COMICS,3.7,22551,11M,"1,000,000+",Free,0,Teen,Comics,4.4 and up
Babbel – Learn Spanish,EDUCATION,4.4,54798,11M,"1,000,000+",Free,0,Everyone,Education,4.4 and up
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
justWink Greeting Cards,LIFESTYLE,4.6,69177,15M,"1,000,000+",Free,0,Teen,Lifestyle,4.4 and up
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",Free,0,Everyone,House & Home,4.4 and up
Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16M,"1,000,000+",Free,0,Everyone,House & Home,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Used car search Goo net whole car Go to net,AUTO_AND_VEHICLES,3.7,5414,18M,"1,000,000+",Free,0,Everyone,Auto & Vehicles,4.4 and up
LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973,18M,"1,000,000+",Free,0,Everyone,Education,4.4 and up
Wendy’s – Food and Offers,FOOD_AND_DRINK,3.4,6507,18M,"1,000,000+",Free,0,Everyone,Food & Drink,4.4 and up
Thai Handwriting,EDUCATION,4.3,3168,19M,"1,000,000+",Free,0,Everyone,Education,4.4 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35928,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35931,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35931,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Family convenience store FamilyMart,LIFESTYLE,3.3,9663,19M,"1,000,000+",Free,0,Everyone,Lifestyle,4.4 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
Chegg Study - Homework Help,EDUCATION,4.3,14700,21M,"1,000,000+",Free,0,Everyone,Education,4.4 and up
PASS by KT (formerly KT certified),LIFESTYLE,3.5,7869,21M,"1,000,000+",Free,0,Everyone,Lifestyle,4.4 and up
Google Analytics,BUSINESS,4.5,78662,22M,"1,000,000+",Free,0,Everyone,Business,4.4 and up
Google Analytics,BUSINESS,4.5,78662,22M,"1,000,000+",Free,0,Everyone,Business,4.4 and up
DramaFever: Stream Asian Drama Shows & Movies,ENTERTAINMENT,4.2,155234,22M,"1,000,000+",Free,0,Teen,Entertainment,4.4 and up
MileIQ - Free Mileage Tracker for Business,FINANCE,4.5,46106,22M,"1,000,000+",Free,0,Everyone,Finance,4.4 and up
Stash: Invest. Learn. Save.,FINANCE,4.2,11919,23M,"1,000,000+",Free,0,Everyone,Finance,4.4 and up
Yummly Recipes & Shopping List,FOOD_AND_DRINK,4.5,91359,27M,"1,000,000+",Free,0,Everyone,Food & Drink,4.4 and up
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29M,"1,000,000+",Free,0,Teen,Comics,4.4 and up
Woody Puzzle,GAME,4.7,21262,29M,"1,000,000+",Free,0,Everyone,Puzzle,4.4 and up
"AllTrails: Hiking, Running & Mountain Bike Trails",HEALTH_AND_FITNESS,4.3,16943,32M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Nick Jr. - Shows & Games,ENTERTAINMENT,4.2,8968,35M,"1,000,000+",Free,0,Everyone,Entertainment;Music & Video,4.4 and up
Safeway,LIFESTYLE,4.3,33572,37M,"1,000,000+",Free,0,Everyone,Lifestyle,4.4 and up
Runtastic Mountain Bike GPS Tracker,HEALTH_AND_FITNESS,4.5,50679,38M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.4 and up
CMB Free Dating App,DATING,4,48845,40M,"1,000,000+",Free,0,Mature 17+,Dating,4.4 and up
CMB Free Dating App,DATING,4,48845,40M,"1,000,000+",Free,0,Mature 17+,Dating,4.4 and up
"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,4.3,37711,40M,"1,000,000+",Free,0,Everyone,House & Home,4.4 and up
SUBWAY®,FOOD_AND_DRINK,3.8,21314,41M,"1,000,000+",Free,0,Everyone,Food & Drink,4.4 and up
SONIC Drive-In,FOOD_AND_DRINK,4.3,19314,43M,"1,000,000+",Free,0,Everyone,Food & Drink,4.4 and up
NetSpend Prepaid,FINANCE,4.2,15993,45M,"1,000,000+",Free,0,Everyone,Finance,4.4 and up
Black People Meet Singles Date,DATING,3.9,10212,5.0M,"1,000,000+",Free,0,Mature 17+,Dating,4.4 and up
Black People Meet Singles Date,DATING,3.9,10212,5.0M,"1,000,000+",Free,0,Mature 17+,Dating,4.4 and up
E*TRADE Mobile,FINANCE,3.9,10658,58M,"1,000,000+",Free,0,Everyone,Finance,4.4 and up
All Maths Formulas,BOOKS_AND_REFERENCE,4.4,2709,6.8M,"1,000,000+",Free,0,Everyone,Books & Reference,4.4 and up
Fitbit Coach,HEALTH_AND_FITNESS,4.6,28951,60M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Fitbit Coach,HEALTH_AND_FITNESS,4.6,28951,60M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Banorte Movil,FINANCE,4.1,111632,65M,"1,000,000+",Free,0,Everyone,Finance,4.4 and up
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103,66M,"1,000,000+",Free,0,Everyone,Food & Drink,4.4 and up
Fertility Friend Ovulation App,HEALTH_AND_FITNESS,4.5,12955,7.2M,"1,000,000+",Free,0,Teen,Health & Fitness,4.4 and up
Sportractive GPS Running Cycling Distance Tracker,HEALTH_AND_FITNESS,4.8,48276,7.5M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.4 and up
T-Mobile in,FINANCE,3.5,3856,8.2M,"1,000,000+",Free,0,Everyone,Finance,4.4 and up
CreditWise from Capital One,FINANCE,4.6,26587,8.4M,"1,000,000+",Free,0,Everyone,Finance,4.4 and up
Free intellectual training game application |,EDUCATION,4.2,5741,84M,"1,000,000+",Free,0,Everyone,Education;Pretend Play,4.4 and up
Rockmaraton Info,EVENTS,NaN,49,13M,"1,000+",Free,0,Everyone,Events,4.4 and up
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",Free,0,Mature 17+,Dating,4.4 and up
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",Free,0,Mature 17+,Dating,4.4 and up
H&M,LIFESTYLE,3.7,41941,14M,"10,000,000+",Free,0,Everyone,Lifestyle,4.4 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,4.4 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,4.4 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,4.4 and up
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",Free,0,Everyone,Education,4.4 and up
Babbel – Learn Languages,EDUCATION,4.3,266935,21M,"10,000,000+",Free,0,Everyone,Education,4.4 and up
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",Free,0,Everyone,Education,4.4 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,4.4 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,4.4 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,4.4 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,4.4 and up
LG Health,HEALTH_AND_FITNESS,3.3,20098,25M,"10,000,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",Free,0,Everyone,House & Home,4.4 and up
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34M,"10,000,000+",Free,0,Everyone,House & Home,4.4 and up
Starbucks,FOOD_AND_DRINK,4.5,455377,35M,"10,000,000+",Free,0,Everyone,Food & Drink,4.4 and up
McDonald's,FOOD_AND_DRINK,3.6,145323,42M,"10,000,000+",Free,0,Everyone,Food & Drink,4.4 and up
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,4.4 and up
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,4.4 and up
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45M,"10,000,000+",Free,0,Everyone,Lifestyle,4.4 and up
Bank of America Mobile Banking,FINANCE,4.4,341090,53M,"10,000,000+",Free,0,Everyone,Finance,4.4 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183846,99M,"10,000,000+",Free,0,Everyone,Action,4.4 and up
Check Vehicle Tax,AUTO_AND_VEHICLES,3.9,295,2.7M,"10,000+",Free,0,Everyone,Auto & Vehicles,4.4 and up
Training schedule - AllUniver,EDUCATION,4.1,702,7.6M,"10,000+",Free,0,Everyone,Education,4.4 and up
Wifi Mingle,DATING,NaN,0,10.0M,10+,Free,0,Everyone,Dating,4.4 and up
